gene	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100177_2	SAMPLE_100206_2	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100177_1	SAMPLE_100177_3	SAMPLE_100206_1	SAMPLE_100206_3	SAMPLE_100257_3
ENSG00000255847	7	24	0	6	0	0	0	0	0	0	1	32	0	0	0	0	0	0	15	1	0
ENSG00000255850	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000255851	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000255853	0	6	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000255855	1	3	1	0	0	6	0	0	0	0	5	6	0	0	0	0	0	9	1	1	0
ENSG00000255856	0	6	0	1	0	1	6	0	0	0	0	1	0	1	4	2	0	12	7	0	0
ENSG00000255857	9	17	10	5	0	7	4	0	1	0	63	14	0	1	16	34	1	65	39	18	1
ENSG00000255858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255860	0	1	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0
ENSG00000255863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255864	63	38	10	9	0	17	52	0	38	0	77	46	0	0	88	5	16	1	60	14	11
ENSG00000255866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255867	1	8	0	0	0	2	1	0	0	0	0	6	0	1	0	0	0	0	29	3	0
ENSG00000255870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255871	0	15	0	1	0	0	1	0	0	0	5	0	0	0	4	0	1	0	6	0	0
ENSG00000255872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000255874	9	49	3	26	1	2	14	0	16	0	0	1	0	0	0	0	22	58	112	12	0
ENSG00000255875	1	5	9	0	0	11	0	0	0	0	0	0	0	0	5	0	3	0	1	11	0
ENSG00000255882	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255883	1	5	0	6	0	0	0	0	0	0	16	0	0	0	0	1	0	0	1	0	0
ENSG00000255885	0	2	5	0	0	2	1	0	0	0	0	0	0	0	0	4	1	4	1	6	0
ENSG00000255886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255893	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255903	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0
ENSG00000255909	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	11
ENSG00000255910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255916	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000255919	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
ENSG00000255920	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255923	0	6	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0
ENSG00000255928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255929	0	21	15	4	0	4	1	2	0	0	0	4	0	7	0	3	0	4	13	3	3
ENSG00000255931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255933	0	2	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000255944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255946	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	1	0
ENSG00000255947	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000255949	12	37	0	5	0	15	10	5	29	0	13	10	0	0	0	4	7	0	55	22	0
ENSG00000255951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ENSG00000255958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000255959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255960	0	7	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
ENSG00000255964	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0
ENSG00000255965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255966	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255967	0	21	7	0	1	0	1	0	0	0	0	1	0	0	20	0	0	0	0	0	1
ENSG00000255968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255970	0	13	1	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0
ENSG00000255972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000255974	0	0	0	0	0	4	6	0	7	0	6	0	0	2	0	1	14	0	1	2	0
ENSG00000255976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255977	0	6	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000255980	0	12	31	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000255982	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ENSG00000255983	0	3	1	0	0	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000255986	0	6	1	0	0	24	2	2	0	0	0	3	0	3	0	0	1	2	5	4	0
ENSG00000255987	14	2	27	1	0	1	10	0	0	0	0	18	0	71	0	8	9	0	23	0	0
ENSG00000255988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000255991	0	1	0	0	0	10	1	0	9	0	0	0	0	0	0	0	5	0	0	3	0
ENSG00000255992	1	3	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
ENSG00000255993	1	5	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255996	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255998	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256001	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000256004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256006	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256008	2	6	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256013	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
ENSG00000256019	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256020	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256022	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000256025	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256028	0	4	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0
ENSG00000256029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256030	0	2	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
ENSG00000256031	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000256034	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0
ENSG00000256035	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256039	9	21	23	9	0	12	62	5	159	0	161	436	2	0	35	48	75	4	66	21	239
ENSG00000256040	0	5	5	0	0	8	3	5	6	0	1	1	0	2	1	0	6	6	3	16	4
ENSG00000256041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256043	60	143	70	101	1	25	102	22	133	0	211	187	0	0	161	10	92	89	188	16	247
ENSG00000256044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256045	5232	8574	1973	1364	32	658	1376	7137	1204	11	2581	2228	15	3030	798	1281	2672	188	4435	1376	101
ENSG00000256050	93	49	0	13	0	4	0	1	42	0	168	239	0	41	41	12	16	0	35	20	0
ENSG00000256053	55	98	97	108	0	9	60	22	71	0	164	113	1	13	27	137	129	26	268	18	312
ENSG00000256056	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256060	37	54	25	55	0	1	7	24	103	0	2	86	0	0	24	52	60	65	266	4	161
ENSG00000256061	0	4	0	0	0	2	0	0	0	0	0	11	0	0	0	0	14	0	24	1	0
ENSG00000256064	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256069	0	6	0	3	0	5	0	1	0	0	0	1	0	0	0	0	1	7	4	10	0
ENSG00000256070	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256073	0	6	0	3	0	0	11	17	6	0	1	25	0	32	0	0	3	0	0	0	50
ENSG00000256075	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ENSG00000256077	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000256079	0	1	5	0	0	2	11	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSG00000256081	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0
ENSG00000256083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256084	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256087	54	87	4	107	0	52	52	44	64	1	123	98	1	10	121	49	56	48	270	16	69
ENSG00000256091	0	1	0	0	0	0	1	0	0	0	0	0	0	10	0	5	0	0	0	3	0
ENSG00000256092	67	48	10	86	2	30	23	0	0	1	33	118	0	0	14	2	15	0	70	24	0
ENSG00000256093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256108	0	9	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	5	0	3
ENSG00000256115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256116	6	1	11	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	37	0	0
ENSG00000256120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256124	0	20	0	0	0	0	0	0	16	0	5	0	0	0	0	0	0	0	33	1	0
ENSG00000256125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0
ENSG00000256128	8	29	0	12	0	0	6	35	24	0	25	1	0	1	1	7	0	0	4	5	37
ENSG00000256134	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256138	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ENSG00000256139	2	3	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000256146	0	3	0	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0
ENSG00000256148	26	13	0	10	0	5	9	20	2	1	1	14	0	17	2	0	6	13	12	11	0
ENSG00000256149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256151	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000256152	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000256155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256162	0	6	0	0	0	3	0	5	0	0	0	0	0	0	0	0	2	0	3	1	5
ENSG00000256164	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256167	0	24	0	2	0	12	15	0	2	0	0	2	0	0	0	0	17	0	53	7	0
ENSG00000256171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000256181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256188	15	33	0	45	0	0	0	0	0	0	5	16	0	0	33	0	0	0	0	1	0
ENSG00000256189	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ENSG00000256192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256193	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256195	0	6	7	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000256196	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ENSG00000256197	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256199	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
ENSG00000256204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256210	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256211	1	5	0	1	0	12	0	5	0	0	0	0	0	0	0	1	4	17	0	0	0
ENSG00000256218	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000256220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256221	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256222	287	1345	273	182	6	203	203	958	96	2	187	212	1	143	37	128	509	18	650	413	20
ENSG00000256223	31	58	22	75	0	20	8	11	0	0	84	5	0	26	89	69	29	2	51	2	20
ENSG00000256226	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256229	51	28	53	41	0	36	33	0	13	0	64	76	0	19	54	124	11	84	361	10	42
ENSG00000256232	1	11	4	1	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	2	0
ENSG00000256234	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000256235	197	136	129	762	0	44	198	199	71	2	208	315	1	17	185	319	638	8	843	39	120
ENSG00000256237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256238	5	10	1	0	0	2	10	0	0	0	1	9	0	0	1	16	9	1	4	9	8
ENSG00000256243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256249	3	5	2	2	0	0	0	0	9	0	0	9	0	0	0	0	0	0	24	0	0
ENSG00000256250	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000256254	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256257	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000256258	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256259	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256262	12	30	27	18	0	7	0	28	58	0	154	87	0	144	47	7	20	0	59	8	110
ENSG00000256263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000256269	62	31	54	196	0	14	108	0	364	4	241	222	0	11	84	70	411	43	95	28	146
ENSG00000256271	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000256273	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256274	4	29	0	23	0	0	0	0	0	0	0	4	0	0	2	0	6	0	8	7	0
ENSG00000256276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256278	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSG00000256280	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0
ENSG00000256281	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000256282	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000256283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256286	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256287	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256288	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256293	3	18	0	5	0	0	15	13	1	0	1	5	0	0	2	1	7	0	10	0	0
ENSG00000256294	12	63	38	29	0	6	29	35	41	0	41	78	0	61	19	66	49	145	305	15	29
ENSG00000256298	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256299	0	6	0	1	0	0	6	0	0	0	0	9	0	0	2	0	0	0	5	0	0
ENSG00000256304	16	58	1	20	0	4	58	14	0	0	0	49	0	0	50	20	1	1	57	7	3
ENSG00000256306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSG00000256310	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256311	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15
ENSG00000256314	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256315	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ENSG00000256321	0	11	8	0	0	1	1	0	0	0	0	0	0	0	19	0	0	0	0	1	0
ENSG00000256325	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256331	0	19	0	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	25	8	0
ENSG00000256338	3	1	0	2	0	12	11	0	3	0	0	5	0	1	0	0	0	0	22	0	2
ENSG00000256339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256340	0	3	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000256341	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256342	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256343	8	42	23	2	0	81	63	10	0	0	11	17	0	14	39	8	11	27	44	84	5
ENSG00000256346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000256347	0	11	1	0	0	4	6	0	0	0	0	1	0	1	19	0	12	0	11	2	0
ENSG00000256349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256353	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256355	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256356	1	6	1	4	0	2	2	0	0	0	0	1	0	0	0	0	7	0	1	3	0
ENSG00000256357	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256361	6	20	0	0	0	5	10	0	0	0	0	18	0	0	14	0	4	0	26	0	0
ENSG00000256362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256377	0	6	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256378	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256379	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000256381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256394	1	6	6	0	0	26	19	0	4	0	5	3	0	2	1	4	6	10	2	44	1
ENSG00000256399	0	8	8	0	0	5	13	0	0	0	0	2	0	0	7	0	13	6	5	12	0
ENSG00000256400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256403	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
ENSG00000256407	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000256417	0	6	1	0	0	0	1	5	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000256420	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	27	1	0
ENSG00000256422	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256427	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000256433	2	2	0	0	0	16	6	0	0	0	0	4	0	0	1	6	0	0	9	0	0
ENSG00000256436	6	9	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0
ENSG00000256440	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256441	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0
ENSG00000256442	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256443	0	3	2	0	0	2	3	0	6	0	0	0	0	5	0	0	1	0	1	0	0
ENSG00000256448	3	15	0	3	0	0	1	0	0	0	0	4	0	0	1	0	0	0	34	0	0
ENSG00000256450	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000256452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256453	1	5	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000256458	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256462	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0
ENSG00000256463	1	27	13	0	0	11	6	10	0	1	10	0	0	21	0	0	8	0	3	3	1
